FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,GenderCode,Performance Score,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Training Program Name,Training Type,Training Outcome,Location,Training Cost
Payten,Middleton,2019-02-21,2019-03-06,Production Technician I,Dennis Martinez,payten.middleton@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Temporary,Resignation,Production       ,General - Con,1997-08-23,MA,Male,Fully Meets,1117,2023-07-29,4,5,Communication Skills,Internal,Completed,Lake Emily,271.68
Harrison,Hunt,2019-10-04,2022-11-26,Production Technician I,Stephen Parks,harrison.hunt@bilearner.com,WBL,Active,Full-Time,Temporary,Retirement,Production       ,Engineers,1976-02-29,MA,Male,Fully Meets,1118,2023-02-22,1,5,Communication Skills,External,Completed,North Whitney,299.68
Orlando,Henderson,2019-11-24,2020-12-20,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,BPC,Active,Part-Time,Part-Time,Involuntary,Production       ,Field Operations,1994-12-31,MA,Female,Fully Meets,1119,2023-04-16,4,4,Communication Skills,Internal,Incomplete,Kaylaburgh,440.28
Sierra,Macias,2021-11-16,2022-08-26,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,MSC,Active,Contract,Part-Time,Retirement,Production       ,General - Con,1975-11-13,MA,Female,Fully Meets,1122,2022-12-04,2,1,Communication Skills,Internal,Passed,Allentown,444.4
Pierce,Robbins,2019-12-24,2022-11-11,Production Manager,Monique Hudson DDS,pierce.robbins@bilearner.com,PL,Active,Full-Time,Full-Time,Involuntary,Production       ,Engineers,1986-06-17,MA,Female,Fully Meets,1124,2023-02-27,3,2,Communication Skills,Internal,Failed,Jennyport,256.21
Gretchen,Richard,2018-09-08,2020-03-06,Production Technician II,Tony Pratt,gretchen.richard@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Temporary,Retirement,Production       ,Engineers,1959-10-27,MA,Male,Fully Meets,1126,2023-04-23,3,3,Technical Skills,Internal,Failed,North Benjaminstad,500.45
Maximilian,Craig,2019-09-19,2021-10-23,Production Technician II,Laura Reid,maximilian.craig@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Part-Time,Resignation,Production       ,Field Operations,1956-05-17,MA,Female,Fully Meets,1129,2022-10-31,1,1,Technical Skills,Internal,Passed,Ashleyton,768.06
Raymond,Ayers,2021-05-15,2023-05-03,Production Technician I,James Burgess,raymond.ayers@bilearner.com,NEL,Voluntarily Terminated,Contract,Full-Time,Involuntary,Production       ,Aerial,1963-11-04,MA,Female,Fully Meets,1132,2023-07-15,1,5,Communication Skills,Internal,Passed,Robertsburgh,475.91
Vincent,Wyatt,2022-03-14,2022-10-02,Production Technician I,Jordan Robinson,vincent.wyatt@bilearner.com,PL,Voluntarily Terminated,Full-Time,Part-Time,Voluntary,Production       ,Aerial,1949-11-20,MA,Female,Fully Meets,1133,2023-06-15,1,2,Customer Service,External,Passed,Blakeshire,107.14
Micah,Stanley,2021-12-06,2022-01-08,Production Technician I,Matthew Baker,micah.stanley@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Temporary,Retirement,Production       ,General - Con,1996-09-07,MA,Female,Fully Meets,1134,2022-12-29,4,1,Communication Skills,External,Passed,Robertshire,271.49
Calvin,Braun,2019-07-12,2022-07-12,Production Technician I,David Park,calvin.braun@bilearner.com,MSC,Active,Full-Time,Temporary,Involuntary,Production       ,General - Eng,1983-08-02,MA,Male,Fully Meets,1138,2022-10-19,4,5,Customer Service,Internal,Failed,Cohenmouth,155.14
Cale,Bender,2018-08-10,2022-02-21,Production Technician I,Victoria Campbell,cale.bender@bilearner.com,TNS,Active,Contract,Temporary,Involuntary,Production       ,Splicing,1953-04-11,MA,Male,Fully Meets,1139,2022-08-27,2,4,Customer Service,External,Completed,Port Brandon,930.06
Elianna,Schmitt,2018-09-02,2021-07-28,Production Manager,Margaret Gamble,elianna.schmitt@bilearner.com,PL,Active,Contract,Full-Time,Resignation,Production       ,Field Operations,1942-06-20,MA,Female,Fully Meets,1143,2022-12-13,2,4,Customer Service,Internal,Failed,Geraldmouth,563.38
Ernest,Willis,2019-06-11,2022-02-27,Production Technician II,Lisa Shaw,ernest.willis@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Full-Time,Involuntary,Production       ,General - Con,1943-09-30,MA,Female,Fully Meets,1147,2023-03-19,1,3,Leadership Development,Internal,Failed,Lake Dianeton,247.58
Davis,Roberts,2020-04-14,2021-09-10,Production Technician I,Brian Hudson,davis.roberts@bilearner.com,EW,Voluntarily Terminated,Part-Time,Temporary,Resignation,Production       ,Field Operations,1941-10-20,MA,Female,Fully Meets,1153,2023-02-28,3,4,Communication Skills,Internal,Failed,Jesusmouth,555.35
Meadow,Avery,2021-09-27,2023-02-05,Production Technician I,Andrew Perez,meadow.avery@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Part-Time,Retirement,Production       ,Field Operations,1987-11-01,MA,Female,Fully Meets,1154,2023-06-09,1,3,Customer Service,Internal,Incomplete,West Sandra,338.48
Allyson,Owen,2018-11-17,2020-03-12,Production Technician I,Kimberly Marshall,allyson.owen@bilearner.com,NEL,Voluntarily Terminated,Contract,Temporary,Resignation,Production       ,Finance & Accounting,1951-11-06,MA,Female,Fully Meets,1155,2022-08-25,2,3,Technical Skills,Internal,Failed,Port Peggyberg,339.01
Francisco,Simon,2019-07-22,2023-02-28,Production Technician I,Ashley Washington,francisco.simon@bilearner.com,PL,Voluntarily Terminated,Contract,Full-Time,Voluntary,Production       ,Billable Consultants,1980-04-20,MA,Male,Fully Meets,1156,2023-05-12,1,5,Customer Service,Internal,Incomplete,North Kayla,939.49
Chaya,Boyd,2018-11-22,2020-07-19,Production Technician I,Sean Ellis,chaya.boyd@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Full-Time,Resignation,Production       ,Field Operations,1958-07-04,MA,Male,Fully Meets,1158,2023-03-17,2,4,Customer Service,External,Completed,South Stephen,154.71
Wyatt,Spence,2022-12-26,2023-05-23,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,WBL,Active,Part-Time,Full-Time,Retirement,Production       ,General - Con,1976-09-10,MA,Female,Fully Meets,1160,2022-08-20,4,2,Leadership Development,External,Failed,Lake Nancyshire,137.96
Jayleen,Oconnell,2022-03-29,2023-05-20,Production Technician I,Alyssa Myers DVM,jayleen.oconnell@bilearner.com,WBL,Active,Full-Time,Temporary,Resignation,Production       ,General - Con,1983-08-17,MA,Female,Fully Meets,1162,2022-10-05,3,3,Communication Skills,External,Incomplete,Port Michelle,846.55
Carlie,Wilkerson,2021-06-13,2022-05-27,Production Technician I,Charles Rogers,carlie.wilkerson@bilearner.com,EW,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Production       ,Engineers,1952-05-20,MA,Male,Fully Meets,1172,2023-06-19,1,3,Communication Skills,External,Passed,North Christina,202.09
Kaylyn,Patrick,2020-11-14,2021-11-01,Production Technician I,Christine Foster,kaylyn.patrick@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Full-Time,Resignation,Production       ,Isp,1968-01-30,MA,Female,Fully Meets,1173,2023-06-16,5,5,Customer Service,Internal,Passed,Brownington,901.42
Evie,Pope,2020-06-16,2023-03-13,Production Technician I,Tyler Brown,evie.pope@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Temporary,Resignation,Production       ,Field Operations,1973-12-10,MA,Female,Fully Meets,1174,2023-03-06,2,1,Project Management,External,Incomplete,North Angelahaven,454.23
Nayeli,Kelley,2018-12-20,2020-12-24,Production Technician I,Holly Nichols,nayeli.kelley@bilearner.com,EW,Voluntarily Terminated,Full-Time,Part-Time,Voluntary,Production       ,Catv,1996-08-04,MA,Female,Fully Meets,1175,2023-04-22,2,1,Project Management,Internal,Passed,Duffyport,460.39
Dorian,Fox,2021-10-03,2021-12-19,Production Technician I,Jamie Lowe,dorian.fox@bilearner.com,PL,Voluntarily Terminated,Contract,Part-Time,Involuntary,Production       ,Field Operations,1959-05-07,MA,Male,Fully Meets,1178,2023-05-03,2,1,Project Management,External,Failed,Gomezville,361.52
Gunnar,Webster,2020-12-29,2022-10-24,Production Technician I,Alex Cox,gunnar.webster@bilearner.com,WBL,Active,Full-Time,Temporary,Voluntary,Production       ,Splicing,1973-12-09,MA,Female,Fully Meets,1182,2022-08-25,2,4,Communication Skills,External,Passed,West Elizabethfurt,623.64
Patrick,Mckinney,2022-01-10,2023-05-11,Production Technician I,Cassandra Cox,patrick.mckinney@bilearner.com,CCDR,Active,Full-Time,Temporary,Involuntary,Production       ,Wireline Construction,1951-10-01,MA,Female,Fully Meets,1184,2022-10-03,1,3,Customer Service,Internal,Completed,Deniseville,512.51
Reagan,Odonnell,2020-02-06,2021-07-21,Production Technician II,Alex Bernard,reagan.odonnell@bilearner.com,WBL,Voluntarily Terminated,Contract,Part-Time,Retirement,Production       ,General - Sga,1979-05-28,MA,Male,Fully Meets,1188,2023-07-16,4,1,Technical Skills,Internal,Passed,Martinburgh,899.13
Roy,Morse,2020-06-28,2022-07-11,Production Technician II,Micheal Bryant,roy.morse@bilearner.com,NEL,Voluntarily Terminated,Contract,Full-Time,Involuntary,Production       ,General - Eng,1988-03-07,MA,Female,Fully Meets,1189,2023-07-19,5,5,Communication Skills,External,Completed,Cabreramouth,202.74
Rafael,Buchanan,2020-12-22,2021-11-20,Production Technician II,Bryan Simpson,rafael.buchanan@bilearner.com,PL,Voluntarily Terminated,Contract,Full-Time,Resignation,Production       ,Project Management - Eng,1998-04-20,MA,Female,Fully Meets,1190,2023-04-07,2,5,Project Management,External,Failed,Phillipsfurt,727.81
Jamarion,Mitchell,2020-02-06,2022-01-23,Production Technician I,Anna Meyers,jamarion.mitchell@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Temporary,Involuntary,Production       ,Aerial,1950-09-18,MA,Female,Fully Meets,1193,2022-08-15,5,2,Technical Skills,External,Failed,North Victorstad,231.96
Gabrielle,Hardy,2019-01-14,2021-08-06,Production Technician I,Christopher Levy,gabrielle.hardy@bilearner.com,EW,Voluntarily Terminated,Full-Time,Temporary,Resignation,Production       ,Field Operations,1953-03-08,MA,Male,Fully Meets,1194,2022-12-04,5,4,Communication Skills,Internal,Completed,Floresville,430.92
Savion,Stokes,2019-06-25,2022-05-15,Production Technician I,David Maddox,savion.stokes@bilearner.com,TNS,Leave of Absence,Part-Time,Part-Time,Retirement,Production       ,Wireline Construction,1967-03-27,MA,Female,Fully Meets,1195,2023-01-30,5,3,Technical Skills,Internal,Failed,East Jason,638.7
Sarahi,Dodson,2022-04-11,2022-09-26,Production Technician I,Robert Hill,sarahi.dodson@bilearner.com,CCDR,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production       ,General - Con,1954-01-27,MA,Male,Fully Meets,1201,2023-02-23,2,4,Communication Skills,External,Passed,Edwardborough,145.39
Faith,Carey,2022-09-01,2022-12-02,Production Technician I,Emily Rogers,faith.carey@bilearner.com,SVG,Voluntarily Terminated,Contract,Temporary,Voluntary,Production       ,Wireline Construction,1983-06-20,MA,Male,Fully Meets,1202,2022-08-14,1,3,Technical Skills,Internal,Incomplete,Connerborough,344.74
Pablo,Parker,2022-11-24,2023-08-05,Production Technician I,Melissa Tucker,pablo.parker@bilearner.com,MSC,Active,Full-Time,Temporary,Voluntary,Production       ,General - Sga,1948-08-26,MA,Male,Fully Meets,1204,2023-06-22,1,4,Project Management,External,Incomplete,Isaiahview,610.96
Bethany,Terry,2018-12-28,2023-05-15,Production Technician I,Richard Scott,bethany.terry@bilearner.com,PYZ,Active,Part-Time,Part-Time,Voluntary,Production       ,Engineers,1956-02-15,MA,Female,Fully Meets,1206,2022-10-17,3,4,Technical Skills,Internal,Passed,Smithstad,391.85
Jazlene,Mcdaniel,2019-08-17,2019-10-25,Production Manager,Melissa Greene,jazlene.mcdaniel@bilearner.com,NEL,Active,Contract,Part-Time,Retirement,Production       ,Wireline Construction,1979-12-30,MA,Female,Fully Meets,1208,2022-08-18,5,1,Leadership Development,Internal,Passed,Josephside,492.39
Camila,Dunn,2020-12-08,2023-06-10,Production Manager,Ann Collins,camila.dunn@bilearner.com,BPC,Active,Full-Time,Part-Time,Involuntary,Production       ,Field Operations,1948-12-24,MA,Female,Fully Meets,1210,2022-10-24,4,5,Leadership Development,External,Incomplete,Port Cynthia,485.44
Aurora,Frederick,2018-11-05,2023-03-23,Production Technician II,John Miles,aurora.frederick@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production       ,Field Operations,1981-12-11,MA,Male,Fully Meets,1211,2023-03-16,3,3,Leadership Development,External,Passed,South Robinhaven,557.34
Caylee,Nunez,2020-08-26,2023-04-05,Production Technician II,Kevin Mendez,caylee.nunez@bilearner.com,EW,Voluntarily Terminated,Contract,Full-Time,Voluntary,Production       ,Engineers,1983-08-27,MA,Female,Fully Meets,1212,2023-01-31,4,5,Project Management,Internal,Failed,East Frank,817.92
Marc,Crosby,2023-02-15,2023-03-09,Production Technician I,Andrea Smith,marc.crosby@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production       ,General - Con,1986-06-19,MA,Female,Fully Meets,1216,2022-09-09,4,1,Leadership Development,External,Incomplete,Roweport,136.48
Marques,Zimmerman,2019-12-03,2021-08-31,Production Technician I,Joshua Johns,marques.zimmerman@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Part-Time,Voluntary,Production       ,Wireline Construction,1960-07-17,MA,Male,Fully Meets,1217,2022-08-23,5,5,Customer Service,External,Completed,Jeremytown,857.42
Alana,Choi,2020-01-16,2021-02-09,Production Technician I,Kelly Tate,alana.choi@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production       ,Engineers,1974-02-09,MA,Female,Fully Meets,1219,2023-07-17,2,2,Communication Skills,External,Failed,West Kevintown,761.31
Levi,Lawson,2018-11-20,2020-02-09,Production Technician I,Terry Flores,levi.lawson@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Production       ,Executive,1949-12-31,MA,Female,Fully Meets,1220,2023-05-08,5,2,Leadership Development,External,Passed,West Brittney,920.41
Kane,Black,2022-11-11,2023-07-03,Production Technician I,Leslie Davis,kane.black@bilearner.com,EW,Voluntarily Terminated,Part-Time,Part-Time,Involuntary,Production       ,Yard (Material Handling),1967-04-09,MA,Female,Fully Meets,1221,2022-08-17,5,5,Customer Service,Internal,Passed,Bonnieborough,167.69
Paola,Weeks,2020-12-18,2021-07-23,Production Technician I,Sarah Williams,paola.weeks@bilearner.com,MSC,Voluntarily Terminated,Contract,Part-Time,Involuntary,Production       ,People Services,1949-12-26,MA,Female,Fully Meets,1222,2023-03-31,5,2,Leadership Development,External,Passed,New Jennifer,931.45
Darrell,Zamora,2021-11-26,2022-05-24,Production Technician I,Jeremiah Smith,darrell.zamora@bilearner.com,PL,Voluntarily Terminated,Part-Time,Part-Time,Retirement,Production       ,Wireline Construction,1964-09-27,MA,Male,Fully Meets,1224,2023-05-20,4,2,Project Management,Internal,Incomplete,Port Eric,598.72
Hailey,Mckay,2019-08-22,2022-06-06,Production Technician I,Hannah Davis,hailey.mckay@bilearner.com,TNS,Active,Part-Time,Part-Time,Voluntary,Production       ,Billable Consultants,1987-03-21,MA,Female,Fully Meets,1227,2022-12-12,1,2,Communication Skills,External,Failed,Amandahaven,669.19
Ronin,Mclaughlin,2019-10-18,2021-10-03,Production Technician II,Claudia Atkinson,ronin.mclaughlin@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Temporary,Involuntary,Production       ,Sales & Marketing,1947-06-19,MA,Female,Fully Meets,1234,2022-12-11,4,1,Leadership Development,Internal,Passed,Meganside,504.82
Ramon,Goodwin,2018-11-25,2019-07-25,Production Technician II,Tina Morgan,ramon.goodwin@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Full-Time,Retirement,Production       ,Field Operations,1946-12-11,MA,Female,Fully Meets,1236,2023-07-25,1,4,Customer Service,External,Passed,Williamsbury,244.25
Cory,Saunders,2021-03-23,2022-08-26,Production Technician II,Nancy Gutierrez,cory.saunders@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Production       ,Yard (Material Handling),1975-12-17,MA,Female,Fully Meets,1237,2023-07-11,4,3,Leadership Development,External,Passed,Cervantesshire,762.82
Alessandra,Huynh,2020-10-27,2021-11-08,Production Technician I,Brandon Bates,alessandra.huynh@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production       ,Engineers,1968-09-12,MA,Female,Fully Meets,1238,2022-12-29,1,3,Leadership Development,Internal,Incomplete,West Marialand,640.14
Maeve,Holmes,2022-06-11,2023-06-29,Production Technician I,Angela Brooks,maeve.holmes@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Temporary,Voluntary,Production       ,Splicing,2001-07-09,MA,Female,Fully Meets,1239,2022-10-07,4,5,Project Management,Internal,Incomplete,East Alyssa,726.03
Reuben,Potter,2019-11-07,2022-12-07,Production Technician I,Craig Arias,reuben.potter@bilearner.com,WBL,Voluntarily Terminated,Contract,Full-Time,Retirement,Production       ,Field Operations,1992-03-13,MA,Female,Fully Meets,1241,2023-01-16,4,4,Project Management,External,Failed,Lewismouth,878.94
Kira,Soto,2018-09-28,2021-04-25,Production Technician I,Casey Dennis,kira.soto@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Temporary,Resignation,Production       ,Field Operations,1943-11-14,MA,Male,Fully Meets,1246,2023-01-12,4,3,Communication Skills,Internal,Completed,Joneston,206.93
Sarahi,Burke,2021-03-29,2021-12-01,Production Technician I,Theresa Miller,sarahi.burke@bilearner.com,MSC,Active,Part-Time,Full-Time,Resignation,Production       ,Underground,1988-09-09,MA,Female,Fully Meets,1248,2022-12-05,5,3,Communication Skills,Internal,Passed,Ellisonchester,165.05
Aimee,Terry,2019-07-07,2020-02-14,Production Technician I,Christopher Stewart,aimee.terry@bilearner.com,TNS,Active,Full-Time,Part-Time,Retirement,Production       ,Field Operations,1996-11-30,MA,Female,Fully Meets,1249,2022-12-22,2,4,Communication Skills,Internal,Completed,Cruzmouth,371.27
Fabian,Young,2022-03-11,2022-04-25,Production Manager,Timothy Hester,fabian.young@bilearner.com,EW,Active,Part-Time,Temporary,Voluntary,Production       ,Project Management - Con,1982-02-21,MA,Female,Fully Meets,1252,2023-06-10,2,3,Leadership Development,Internal,Completed,South Brent,314.51
Juliette,Morton,2020-07-13,2021-10-06,Production Manager,Thomas Baker,juliette.morton@bilearner.com,MSC,Active,Part-Time,Part-Time,Retirement,Production       ,Project Management - Con,1971-05-15,MA,Female,Fully Meets,1253,2023-01-10,2,4,Customer Service,Internal,Completed,South Cynthia,793.86
Tyler,Gay,2019-09-30,2021-03-02,Production Technician II,Alicia Lindsey,tyler.gay@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Temporary,Resignation,Production       ,General - Con,1984-11-24,MA,Female,Fully Meets,1255,2022-11-03,3,1,Customer Service,External,Passed,West Laurafort,693.25
Vaughn,Leonard,2022-05-01,2023-04-24,Production Technician I,Justin Phelps,vaughn.leonard@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Temporary,Retirement,Production       ,General - Con,1956-07-14,MA,Male,Fully Meets,1259,2022-10-17,1,3,Leadership Development,Internal,Completed,Port Troyton,897.62
Kyle,Sanders,2021-07-01,2023-03-28,Production Technician I,James Benson,kyle.sanders@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Full-Time,Retirement,Production       ,Engineers,1977-03-16,MA,Female,Fully Meets,1262,2022-12-16,3,4,Communication Skills,Internal,Passed,Lake Nancy,711.8
Kolton,Dawson,2022-01-17,2022-07-25,Production Technician I,Angela Jackson,kolton.dawson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Full-Time,Retirement,Production       ,Field Operations,1976-05-28,MA,Male,Fully Meets,1265,2023-06-28,4,2,Leadership Development,Internal,Incomplete,Rebeccamouth,494.96
